ID;LAT;LON;New Greenlandic name;Old Greenlandic name;Foreign name;Official name;Alternative names;RGI_ID;GLIMS_ID;RGI_CEN_LON;RGI_CEN_LAT;Type
GGN0188;67,1875;-50,1716;Isunnguata Sermia;Isúnguata Sermia; ;Isunnguata Sermia; ;;;;;GrIS
GGN0189;67,5167;-49,9167;Inuppaat Quuat;Inugpait Qûat; ;Inuppaat Quuat; ;;;;;GrIS
GGN0190;67,8774;-33,3799; ; ;Søndre Parallelgletsjer;Søndre Parallelgletsjer; ;RGI40-05.12680;G326477E67858N;-33,5228;67,8583;LGIC
GGN0191;67,8935;-33,2983; ; ;Nordre Parallelgletsjer;Nordre Parallelgletsjer; ;RGI40-05.12680;G326477E67858N;-33,5228;67,8583;LGIC
GGN0192;67,9422;-50,109; ; ;Geographical Union Gletsjer;Geographical Union Gletsjer; ;;;;;GrIS
GGN0193;67,95;-32,45;Apuliliip Apusiia;Aputitêrtîp Apusîa;Polaric Gletsjer;Apuliliip Apusiia;"Aputiteertiip Apusiia; Apuliliip Apusiia";RGI40-05.12685;G327559E68005N;-32,4408;68,0045;LGIC
GGN0194;67,9505;-50,3005;Usulluup Sermia;Usugdlûp Sermia;Poloniagletsjer;Usulluup Sermia; ;;;;;GrIS
GGN0195;68,0833;-50,2667; ; ;J.P. Koch Gletsjer;J.P. Koch Gletsjer; ;;;;;GrIS
GGN0196;68,1109;-32,856; ; ;Hutchinson Gletsjer;Hutchinson Gletsjer; ;RGI40-05.12685;G327559E68005N;-32,4408;68,0045;LGIC
GGN0197;68,1167;-31,7; ; ;Tindegletsjer;Tindegletsjer; ;RGI40-05.12372;G328315E68124N;-31,6850;68,1235;LGIC
GGN0198;68,1258;-31,6855; ; ;Brødregletsjer;Brødregletsjer; ;RGI40-05.12372;G328315E68124N;-31,6850;68,1235;LGIC
GGN0199;68,1281;-31,613; ; ;Hammer Gletsjer;Hammer Gletsjer; ;RGI40-05.12414;G328401E68133N;-31,5990;68,1332;LGIC
GGN0200;68,1409;-31,6752; ; ;Basisgletsjer;Basisgletsjer; ;RGI40-05.12402;G328322E68141N;-31,6783;68,1405;LGIC
GGN0201;68,1545;-31,5739; ; ;Udløberen;Udløberen; ;RGI40-05.12567;G328426E68160N;-31,5740;68,1603;LGIC
GGN0202;68,1758;-31,6404; ; ;Forbindelsesgletsjer;Forbindelsesgletsjer; ;RGI40-05.12568;G328377E68172N;-31,6234;68,1719;LGIC
GGN0203;68,2236;-31,6658; ; ;Dobbeltgletsjeren;Dobbeltgletsjeren; ;RGI40-05.12692;G328363E68219N;-31,6369;68,2186;LGIC
GGN0204;68,2558;-30,9283; ; ;Schelderup Gletsjer;Schelderup Gletsjer; ;RGI40-05.12852;G328959E68281N;-31,0410;68,2814;LGIC
GGN0205;68,2679;-32,3974; ; ;Søndre Syenitgletsjer;Søndre Syenitgletsjer; ;RGI40-05.12686;G327585E68274N;-32,4146;68,2744;LGIC
GGN0206;68,2912;-32,7787; ; ;Hovedvejen;Hovedvejen; ;RGI40-05.12903;G327175E68227N;-32,8248;68,2265;LGIC
GGN0207;68,3054;-32,379; ; ;Nordre Syenitgletsjer;Nordre Syenitgletsjer; ;RGI40-05.12906;G327622E68308N;-32,3779;68,3084;LGIC
GGN0208;68,3254;-51,0073;Akuliarutsip Sermia;Akuliarutsip Sermia;Nordenskiöld Gletsjer;Akuliarutsip Sermia;"Akuliarutsip Sermersua; Tasiusarsuup Sermersua";;;;;GrIS
GGN0209;68,3333;-31,9167; ; ;Sidegletsjer;Sidegletsjer; ;RGI40-05.12769;G328155E68353N;-31,8455;68,3529;LGIC
GGN0210;68,3454;-32,4722; ; ;Kælvegletsjer;Kælvegletsjer; ;RGI40-05.12934;G327414E68310N;-32,5857;68,3103;LGIC
GGN0211;68,4557;-31,662; ; ;Frederiksborg Gletsjer;Frederiksborg Gletsjer; ;;;;;GrIS
GGN0212;68,506;-30,9328; ; ;Sorgenfri Gletsjer;Sorgenfri Gletsjer; ;;;;;GrIS
GGN0213;68,5822;-31,6375; ; ;Gaffelen;Gaffelen; ;;;;;GrIS
GGN0214;68,5975;-32,0228; ; ;Courtauld Gletsjer;Courtauld Gletsjer; ;;;;;GrIS
GGN0215;68,6164;-33,2201;Apuseeq Qinnilik;Apusêq Qivnilik; ;Apuseeq Qinnilik; ;;;;;GrIS
GGN0216;68,6369;-29,3836; ; ;Rosenborg Gletsjer;Rosenborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29,0236;68,7861;LGIC
GGN0217;68,6372;-31,4921; ; ;Læbæltet;Læbæltet; ;;;;;GrIS
GGN0218;68,6746;-33,076; ; ;Kangerlussuaq Gletsjer;Kangerlussuaq Gletsjer; ;;;;;GrIS
GGN0219;68,6934;-32,3728; ; ;Styrtegletsjer;Styrtegletsjer; ;;;;;GrIS
GGN0220;68,7;-30,6167; ; ;Christian IV Gletsjer;Christian IV Gletsjer; ;;;;;GrIS
GGN0221;68,7194;-32,6487; ; ;Nordfjord Gletsjer;Nordfjord Gletsjer; ;;;;;GrIS
GGN0222;68,7247;-28,6544; ; ;Kronborg Gletsjer;Kronborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29,0236;68,7861;LGIC
GGN0223;68,7497;-28,1278; ; ;Borggraven;Borggraven; ;RGI40-05.13536;G331157E69166N;-28,8434;69,1659;LGIC
GGN0224;68,7853;-30,1831; ; ;Korridoren;Korridoren; ;;;;;GrIS
GGN0225;68,8167;-27,0833; ; ;Sortebræ;Sortebræ; ;RGI40-05.13429;G332759E68980N;-27,2411;68,9795;LGIC
GGN0226;68,8249;-31,0979; ; ;Isfaldgletsjer;Isfaldgletsjer; ;;;;;GrIS
GGN0227;68,8667;-50,2833;Saqqarliup Sermia;Sarqardliup Sermia; ;Saqqarliup Sermia; ;;;;;GrIS
GGN0228;68,8667;-26,1;Apuseeq Anittangasikkaajuk; ;Storbræ;Apuseeq Anittangasikkaajuk;Apuseer anittangasikkaaju;RGI40-05.13499;G333654E69030N;-26,3461;69,0304;LGIC
GGN0229;68,9167;-50,2;Alanngorliup Sermia;Alángordliup Sermia; ;Alanngorliup Sermia; ;;;;;GrIS
GGN0230;68,9461;-31,5994; ; ;Øvre Frederiksborg Gletsjer;Øvre Frederiksborg Gletsjer; ;;;;;GrIS
GGN0231;68,9809;-29,9736; ; ;Gino Gletsjer;Gino Gletsjer; ;;;;;GrIS
GGN0232;69,0667;-29,3; ; ;Kronborg Gletsjer;Kronborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29,0236;68,7861;LGIC
GGN0233;69,1;-30,5833; ; ;Lindbergh Gletsjer;Lindbergh Gletsjer; ;;;;;GrIS
GGN0234;69,1667;-31,1333; ; ;Seward Gletsjer;Seward Gletsjer; ;;;;;GrIS
GGN0235;69,1833;-49,8;Sermeq Kujalleq;Sermeq Kujatdleq;Jakobshavn Isbræ;Sermeq Kujalleq; ;;;;;GrIS
GGN0236;69,3;-53,5672; ; ;Petersen Gletsjer;Petersen Gletsjer; ;RGI40-05.00623;G306428E69317N;-53,5718;69,3166;LGIC
GGN0237;69,3;-53,4005; ; ;Pjetursson Gletsjer;Pjetursson Gletsjer; ;RGI40-05.00602;G306613E69293N;-53,3869;69,2930;LGIC
GGN0238;69,3333;-53,6005; ; ;Lyngmarksbræ;Lyngmarksbræ; ;RGI40-05.00621;G306381E69333N;-53,6191;69,3331;LGIC
GGN0239;69,35;-53,5839; ; ;Chamberlin Gletsjer;Chamberlin Gletsjer; ;RGI40-05.00627;G306414E69352N;-53,5861;69,3524;LGIC
GGN0240;69,3833;-50,2667;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ;;;;;GrIS
GGN0241;69,4;-31; ; ;Gronau Gletsjer;Gronau Gletsjer; ;;;;;GrIS
GGN0242;69,5;-29,8333; ; ;Grønlands Styrelse Gletsjer;Grønlands Styrelse Gletsjer; ;;;;;GrIS
GGN0243;69,55;-53,0004; ; ;C.A. Nielsen Bræ;C.A. Nielsen Bræ; ;RGI40-05.01335;G307040E69541N;-52,9599;69,5406;LGIC
GGN0244;69,6;-25,5; ; ;Dendritgletsjer;Dendritgletsjer; ;RGI40-05.13575;G333975E69553N;-26,0253;69,5532;LGIC
GGN0245;69,6142;-52,918; ; ;Steenstrup Gletsjer;Steenstrup Gletsjer; ;RGI40-05.01358;G307148E69623N;-52,8520;69,6229;LGIC
GGN0246;69,6567;-24,1294; ; ;Bartholin Bræ;Bartholin Bræ; ;RGI40-05.13717;G335358E69815N;-24,6421;69,8145;LGIC
GGN0247;69,6939;-52,9475;Sermersuaq;Sermerssuaq;Storbræen;Sermersuaq; ;RGI40-05.01371;G306980E69700N;-53,0200;69,6998;LGIC
GGN0248;69,7333;-52,817; ; ;Moltke Gletsjer;Moltke Gletsjer; ;RGI40-05.01355;G307166E69739N;-52,8339;69,7386;LGIC
GGN0249;69,7836;-54,1239;Sermia;Sermia; ;Sermia; ;RGI40-05.01216;G305860E69779N;-54,1402;69,7793;LGIC
GGN0250;69,808;-50,1851;Eqip Sermia;Eqip Sermia; ;Eqip Sermia; ;;;;;GrIS
GGN0251;69,8167;-53,3338; ; ;Snekalotten;Snekalotten; ;RGI40-05.01445;G306658E69817N;-53,3417;69,8166;LGIC
GGN0252;69,8567;-23,5624; ; ;Steno Bræ;Steno Bræ; ;RGI40-05.13505;G336006E69900N;-23,9944;69,9001;LGIC
GGN0253;69,9009;-50,342;Kangilernata Sermia;Kangilernata Sermia; ;Kangilernata Sermia;"Kangilerngata Sermia;Sermeq Av";;;;;GrIS
GGN0254;69,9333;-27,75; ; ;Kista Dan Gletsjer;Kista Dan Gletsjer; ;RGI40-05.13567;G331685E69750N;-28,3152;69,7500;LGIC
GGN0255;69,9333;-27,0833; ; ;Magga Dan Gletsjer;Magga Dan Gletsjer; ;RGI40-05.13501;G332658E69567N;-27,3418;69,5665;LGIC
GGN0256;69,996;-50,1596;Sermeq Kujalleq;Sermeq Kujatdleq; ;Sermeq Kujalleq;Alianaatsup Sermia;;;;;GrIS
GGN0257;70,0496;-22,4683; ; ;Sfinxgletsjer;Sfinxgletsjer; ;RGI40-05.13619;G337529E70042N;-22,4713;70,0418;LGIC
GGN0258;70,0497;-28,6343; ; ;Gåsegletsjer;Gåsegletsjer; ;RGI40-05.14872;G330936E69934N;-29,0638;69,9341;LGIC
GGN0259;70,0567;-22,7303;Ilinnigajia;Ilivnikajia;Roma Gletsjer;Ilinnigajia;"Ilinnikajia; Ilinnigajja";RGI40-05.13616;G337269E70048N;-22,7308;70,0477;LGIC
GGN0260;70,0652;-26,2688; ; ;Sydbræ;Sydbræ; ;RGI40-05.13722;G333752E70017N;-26,2477;70,0167;LGIC
GGN0261;70,0667;-23,3333; ; ;Torvgletsjer;Torvgletsjer; ;RGI40-05.13568;G336622E69997N;-23,3778;69,9968;LGIC
GGN0262;70,0784;-22,9249; ; ;Milano Gletsjer;Milano Gletsjer; ;RGI40-05.13497;G337049E70068N;-22,9511;70,0679;LGIC
GGN0263;70,0824;-22,4312;Kikkiagajik; ;Kamelgletsjer;Kikkiagajik;Kikkiagai;RGI40-05.14995;G337618E70091N;-22,3823;70,0914;LGIC
GGN0264;70,0838;-23,57; ; ;Østre Borggletsjer;Østre Borggletsjer; ;RGI40-05.13565;G336337E70062N;-23,6634;70,0620;LGIC
GGN0265;70,0853;-50,2468;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ;;;;;GrIS
GGN0266;70,0875;-23,1274;Nakkaagajik Avatteq;Nákâkajik; ;Nakkaagajik Avatteq;"Nakkaakajik; Nakkaagai; Nakkaagai avadder";RGI40-05.13628;G336904E70076N;-23,0956;70,0760;LGIC
GGN0267;70,0993;-23,8397;Nakkaagajik Timerseq; ;Vestre Borggletsjer;Nakkaagajik Timerseq;Nakkaagai Dimerser;RGI40-05.13564;G335798E70038N;-24,2019;70,0384;LGIC
GGN0268;70,1031;-23,4604; ; ;Torvet;Torvet; ;RGI40-05.13566;G336557E70090N;-23,4434;70,0903;LGIC
GGN0269;70,1597;-26,8597; ; ;Rævebræ;Rævebræ; ;RGI40-05.13281;G333205E70140N;-26,7951;70,1401;LGIC
GGN0270;70,1709;-25,9126; ; ;Østbræ;Østbræ; ;RGI40-05.13625;G334135E70167N;-25,8648;70,1672;LGIC
GGN0271;70,1747;-24,1493; ; ;Månegletsjer;Månegletsjer; ;RGI40-05.13495;G335865E70129N;-24,1355;70,1289;LGIC
GGN0272;70,1823;-25,1091; ; ;Bredegletsjer;Bredegletsjer; ;RGI40-05.13726;G334864E70010N;-25,1365;70,0096;LGIC
GGN0273;70,1833;-24,5167; ; ;Solgletsjer;Solgletsjer; ;RGI40-05.13496;G335518E70165N;-24,4821;70,1648;LGIC
GGN0274;70,2578;-24,773; ; ;Foldegletsjer;Foldegletsjer; ;RGI40-05.13728;G335200E70232N;-24,8005;70,2321;LGIC
GGN0275;70,2942;-29,4703; ; ;Vestfjord Gletsjer;Vestfjord Gletsjer; ;;;;;GrIS
GGN0276;70,2969;-25,0435; ; ;Helgegletsjer;Helgegletsjer; ;RGI40-05.13464;G334981E70270N;-25,0192;70,2696;LGIC
GGN0277;70,3479;-51,355;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02159;G308607E70361N;-51,3926;70,3605;LGIC
GGN0278;70,4;-51,8333;Sermersuaq;Sermerssuaq; ;Sermersuaq; ;RGI40-05.02163;G308199E70378N;-51,8006;70,3778;LGIC
GGN0279;70,4054;-50,5364;Sermeq Kujalleq;Sermeq Kujatdleq;Store Gletsjer;Sermeq Kujalleq; ;;;;;GrIS
GGN0280;70,4122;-51,566;Ilusissup Sermia;Ilusigsup Sermia; ;Ilusissup Sermia; ;RGI40-05.02147;G308389E70400N;-51,6109;70,3997;LGIC
GGN0281;70,4754;-51,9816;Umiartorfiup Sermia;Umiartorfiup Sermia; ;Umiartorfiup Sermia; ;RGI40-05.02123;G307948E70447N;-52,0517;70,4471;LGIC
GGN0282;70,481;-52,5397;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02126;G307537E70486N;-52,4633;70,4863;LGIC
GGN0283;70,4833;-29,2833; ; ;Døde Bræ;Døde Bræ; ;;;;;GrIS
GGN0284;70,5316;-52,0627;Assakaat Sermiat;Agssakait Sermiat; ;Assakaat Sermiat; ;RGI40-05.02117;G307855E70484N;-52,1450;70,4839;LGIC
GGN0285;70,5319;-28,9019; ; ;Rolige Bræ;Rolige Bræ; ;;;;;GrIS
GGN0286;70,5412;-29,3363; ; ;Langemanden;Langemanden; ;RGI40-05.15186;G330611E70544N;-29,3892;70,5435;LGIC
GGN0287;70,5454;-50,4896;Sermeq Avannarleq;Sermeq Avangnardleq;Lille Gletsjer;Sermeq Avannarleq; ;;;;;GrIS
GGN0288;70,6225;-53,402;Aaffarsuup Sermia;Auvfarssûp Sermia; ;Aaffarsuup Sermia; ;RGI40-05.02281;G306592E70619N;-53,4085;70,6194;LGIC
GGN0289;70,6251;-52,8178;Sermersuaq;Sermerssuaq; ;Sermersuaq; ;RGI40-05.02318;G307216E70649N;-52,7843;70,6488;LGIC
GGN0290;70,6333;-50,6167;Sermilik;Sermilik;Sermilik Isbræ;Sermilik; ;;;;;GrIS
GGN0291;70,6399;-22,1009; ; ;Grete Gletsjer;Grete Gletsjer; ;RGI40-05.15821;G337976E70640N;-22,0240;70,6399;LGIC
GGN0292;70,6746;-53,2073;Qiterlikassaap Sermia;Qiterdlikavsaup Sermia; ;Qiterlikassaap Sermia; ;RGI40-05.02278;G306792E70668N;-53,2078;70,6677;LGIC
GGN0293;70,6768;-22,1299; ; ;Hans Gletsjer;Hans Gletsjer; ;RGI40-05.15836;G337933E70679N;-22,0673;70,6789;LGIC
GGN0294;70,6833;-21,8667;Apusiikajik;Apusîkajik;Aage Nielsen Gletsjer;Apusiikajik; ;RGI40-05.15834;G338097E70681N;-21,9028;70,6810;LGIC
GGN0295;70,7184;-50,6523;Kangilleq;Kangigdleq; ;Kangilleq; ;;;;;GrIS
GGN0296;70,735;-21,9603; ; ;Bjerring Pedersen Gletsjer;Bjerring Pedersen Gletsjer; ;RGI40-05.15827;G338040E70737N;-21,9598;70,7369;LGIC
GGN0297;70,7474;-50,6447;Sisoortartukassak;Sisôrtartukavsak; ;Sisoortartukassak; ;;;;;GrIS
GGN0298;70,8021;-26,2411; ; ;Korridoren;Korridoren; ;RGI40-05.15467;G333613E70810N;-26,3872;70,8097;LGIC
GGN0299;70,8268;-50,7627;Sermeq Silarleq;Sermeq Silardleq; ;Sermeq Silarleq; ;;;;;GrIS
GGN0300;70,8463;-21,8827; ; ;Emmanuel Gletsjer;Emmanuel Gletsjer; ;RGI40-05.16232;G338047E70864N;-21,9527;70,8639;LGIC
GGN0301;70,9359;-52,0836;Serminnguaq;Sermínguaq; ;Serminnguaq; ;RGI40-05.02345;G307956E70929N;-52,0442;70,9292;LGIC
GGN0302;70,9541;-51,5766;Sisuugajooq;Sisûgajôq; ;Sisuugajooq; ;RGI40-05.02359;G308485E70961N;-51,5146;70,9613;LGIC
GGN0303;70,9909;-50,9227;Perlerfiup Sermia;Perdlerfiup Sermia; ;Perlerfiup Sermia; ;;;;;GrIS
GGN0304;71,0015;-51,4613;Sermipalaaq; ; ;Sermipalaaq; ;RGI40-05.02353;G308510E70986N;-51,4903;70,9857;LGIC
GGN0305;71,0275;-50,8354;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq;Avannarleq;;;;;GrIS
GGN0306;71,0349;-51,7;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02352;G308332E71004N;-51,6682;71,0040;LGIC
GGN0307;71,1435;-51,3648;Tassartooq;Tavsartôq; ;Tassartooq; ;RGI40-05.02422;G308609E71159N;-51,3909;71,1585;LGIC
GGN0308;71,15;-51,1667;Qaamarujuup Sermia;Qaumarujûp Sermia; ;Qaamarujuup Sermia;Qaamarujuup Sermikassaa;;;;;GrIS
GGN0309;71,1667;-28,0833; ; ;Eielson Gletsjer;Eielson Gletsjer; ;;;;;GrIS
GGN0310;71,1745;-26,598; ; ;Edward Bailey Gletsjer;Edward Bailey Gletsjer; ;RGI40-05.16072;G333444E71216N;-26,5560;71,2164;LGIC
GGN0311;71,1911;-52,7654;Serminnguaq;Sermínguaq; ;Serminnguaq;Sermikassak;RGI40-05.02495;G307266E71206N;-52,7337;71,2057;LGIC
GGN0312;71,2362;-51,6242;Umiatsiakassak; ; ;Umiatsiakassak; ;RGI40-05.02417;G308407E71224N;-51,5926;71,2236;LGIC
GGN0313;71,2493;-51,4707;Kangerluarsuup Sermia;Kangerdluarssûp Sermia; ;Kangerluarsuup Sermia; ;;;;;GrIS
GGN0314;71,25;-28,8333; ; ;Vindue Gletsjer;Vindue Gletsjer; ;;;;;GrIS
GGN0315;71,2578;-52,0132;Aappaluttukassaap Kangiani Sermikassak;Augpalugtukavsaup Kangiane Sermikavsak; ;Aappaluttukassaap Kangiani Sermikassak; ;RGI40-05.02452;G307917E71273N;-52,0835;71,2728;LGIC
GGN0316;71,2667;-53,0333;Qunnertusup Sermia;Quvnertussup Sermia; ;Qunnertusup Sermia; ;RGI40-05.02489;G307163E71277N;-52,8370;71,2765;LGIC
GGN0317;71,2833;-27,5333; ; ;Syvsøstre Bræ;Syvsøstre Bræ; ;RGI40-05.16097;G332579E71266N;-27,4215;71,2663;LGIC
GGN0318;71,3134;-53,0942;Sermeq Qiterleq;Sermeq Qiterdleq; ;Sermeq Qiterleq; ;RGI40-05.02486;G307016E71310N;-52,9842;71,3103;LGIC
GGN0319;71,3295;-53,0957;Qungulertusup Sermia;Qungulertussup Sermia; ;Qungulertusup Sermia; ;RGI40-05.02485;G307062E71341N;-52,9382;71,3411;LGIC
GGN0320;71,3298;-25,9038;Apusinigajik;Apusinikajik; ;Apusinigajik; ;RGI40-05.16061;G333795E71323N;-26,2049;71,3234;LGIC
GGN0321;71,3478;-51,8294;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02541;G308135E71360N;-51,8652;71,3601;LGIC
GGN0322;71,4129;-52,0067;Nunaarsussuup Oqquatungaani Sermikassak; ; ;Nunaarsussuup Oqquatungaani Sermikassak; ;RGI40-05.02526;G308023E71368N;-51,9767;71,3681;LGIC
GGN0323;71,4193;-51,9238;Nunaarsussuup Kangiatungaani Sermikassak; ; ;Nunaarsussuup Kangiatungaani Sermikassak; ;RGI40-05.02527;G308139E71396N;-51,8615;71,3961;LGIC
GGN0324;71,4333;-29,5833; ; ;Freuchen Gletsjer;Freuchen Gletsjer; ;;;;;GrIS
GGN0325;71,435;-51,4196;Sermip Kujataatungaani Sermikassak; ; ;Sermip Kujataatungaani Sermikassak; ;RGI40-05.02547;G308526E71392N;-51,4743;71,3916;LGIC
GGN0326;71,4588;-51,3101;Kangerlussuup Sermia; ; ;Kangerlussuup Sermia; ;;;;;GrIS
GGN0327;71,5015;-51,7892;Nakkala; ; ;Nakkala; ;RGI40-05.02619;G308040E71507N;-51,9601;71,5068;LGIC
GGN0328;71,5187;-51,6101;Sermikassak; ; ;Sermikassak; ;RGI40-05.02622;G308214E71544N;-51,7863;71,5438;LGIC
GGN0329;71,5207;-25,3095; ; ;Oxford Gletsjer;Oxford Gletsjer; ;RGI40-05.17200;G334740E71586N;-25,2602;71,5859;LGIC
GGN0330;71,5663;-52,1744;Tinumanikassaata Sermia; ; ;Tinumanikassaata Sermia; ;RGI40-05.02616;G307887E71521N;-52,1126;71,5211;LGIC
GGN0331;71,5914;-51,7084;Sermikassak;Sermikavsak;Johannes Bræ;Sermikassak; ;;;;;GrIS
GGN0332;71,6169;-25,5059; ; ;Løberen;Løberen; ;RGI40-05.17150;G334470E71600N;-25,5303;71,6003;LGIC
GGN0333;71,6454;-24,9199; ; ;Leo Gletsjer;Leo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0334;71,6557;-25,0079; ; ;Mercurius Gletsjer;Mercurius Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0335;71,6717;-25,2579; ; ;Ursus Minor Gletsjer;Ursus Minor Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0336;71,6794;-53,2674;Sermikassak; ; ;Sermikassak; ;RGI40-05.02724;G306804E71662N;-53,1958;71,6616;LGIC
GGN0337;71,6846;-25,1825; ; ;Virgo Gletsjer;Virgo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0338;71,6887;-25,2629; ; ;Jupiter Gletsjer;Jupiter Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0339;71,6939;-24,9805; ; ;Bjørnbo Gletsjer;Bjørnbo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0340;71,6975;-25,7829; ; ;Borgbjerg Gletsjer;Borgbjerg Gletsjer; ;RGI40-05.17145;G334174E71767N;-25,8256;71,7668;LGIC
GGN0341;71,6983;-25,3621; ; ;Ursus Major Gletsjer;Ursus Major Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0342;71,7241;-25,3184; ; ;Orion Gletsjer;Orion Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0343;71,7405;-25,2599; ; ;Pegasus Gletsjer;Pegasus Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0344;71,7442;-24,8901; ; ;Saturn Gletsjer;Saturn Gletsjer; ;RGI40-05.17220;G335105E71744N;-24,8947;71,7444;LGIC
GGN0345;71,75;-29; ; ;Daugaard-Jensen Gletsjer;Daugaard-Jensen Gletsjer; ;;;;;GrIS
GGN0346;71,7548;-25,0045; ; ;Mars Gletsjer;Mars Gletsjer; ;RGI40-05.17177;G335124E71666N;-24,8763;71,6664;LGIC
GGN0347;71,7723;-51,4951;Kangilliup Sermia;Kangigdliup Sermia;Rink Isbræ;Kangilliup Sermia; ;;;;;GrIS
GGN0348;71,8063;-52,3578;Umiammakku Sermiat;Umiámáko Sermiat;Umiammakku Isbræ;Umiammakku Sermiat;Umiammakku Sermia;;;;;GrIS
GGN0349;71,8705;-24,1855; ; ;Nedre Randgletsjer;Nedre Randgletsjer; ;RGI40-05.17743;G335827E71868N;-24,1733;71,8677;LGIC
GGN0350;71,8763;-23,9829; ; ;Breithorn Gletsjer;Breithorn Gletsjer; ;RGI40-05.17067;G335975E71859N;-24,0255;71,8592;LGIC
GGN0351;71,8833;-24,15; ; ;Øvre Randgletsjer;Øvre Randgletsjer; ;RGI40-05.17071;G335932E71895N;-24,0677;71,8948;LGIC
GGN0352;71,8971;-24,149; ; ;Aldebaran Gletsjer;Aldebaran Gletsjer; ;RGI40-05.17071;G335932E71895N;-24,0677;71,8948;LGIC
GGN0353;71,9101;-25,4527; ; ;Duart Gletsjer;Duart Gletsjer; ;RGI40-05.17192;G334487E71915N;-25,5134;71,9145;LGIC
GGN0354;71,9116;-23,7997; ; ;Søndergletsjer;Søndergletsjer; ;RGI40-05.17065;G336181E71913N;-23,8195;71,9129;LGIC
GGN0355;71,9159;-24,6469; ; ;Storgletsjer;Storgletsjer; ;RGI40-05.17160;G335162E71964N;-24,8384;71,9640;LGIC
GGN0356;71,9211;-26,3723; ; ;Sydgletsjer;Sydgletsjer; ;RGI40-05.17186;G333680E71859N;-26,3201;71,8593;LGIC
GGN0357;71,9217;-23,9131; ; ;Hvidefirn;Hvidefirn; ;RGI40-05.17163;G335939E71927N;-24,0613;71,9274;LGIC
GGN0358;71,932;-25,5232; ; ;Spærregletsjer;Spærregletsjer; ;RGI40-05.17192;G334487E71915N;-25,5134;71,9145;LGIC
GGN0359;71,9337;-24,0653; ; ;Sirius Gletsjer;Sirius Gletsjer; ;RGI40-05.17163;G335939E71927N;-24,0613;71,9274;LGIC
GGN0360;71,9416;-23,7826; ; ;Cirkusgletsjer;Cirkusgletsjer; ;RGI40-05.17062;G336219E71937N;-23,7811;71,9367;LGIC
GGN0361;71,945;-25,8438; ; ;Prinsessegletsjer;Prinsessegletsjer; ;RGI40-05.17084;G334134E71899N;-25,8664;71,8987;LGIC
GGN0362;71,9466;-25,4366; ; ;Parker Piece;Parker Piece; ;RGI40-05.17192;G334487E71915N;-25,5134;71,9145;LGIC
GGN0363;71,95;-24,3; ; ;Schuchert Gletsjer;Schuchert Gletsjer; ;RGI40-05.17199;G335513E72006N;-24,4872;72,0063;LGIC
GGN0364;71,9512;-26,6473; ; ;Toscano Gletsjer;Toscano Gletsjer; ;RGI40-05.17126;G333324E71890N;-26,6761;71,8896;LGIC
GGN0365;71,9635;-24,2344; ; ;Arcturus Gletsjer;Arcturus Gletsjer; ;RGI40-05.17199;G335513E72006N;-24,4872;72,0063;LGIC
GGN0366;71,9643;-23,7558; ; ;Termier Gletsjer;Termier Gletsjer; ;RGI40-05.17782;G336238E71962N;-23,7621;71,9623;LGIC
GGN0367;71,9651;-24,1823; ; ;Bredefirn;Bredefirn; ;RGI40-05.17199;G335513E72006N;-24,4872;72,0063;LGIC
GGN0368;71,9667;-51,1667;Kangerlussuup Sermersua;Kangerdlugssûp Sermerssua; ;Kangerlussuup Sermersua; ;;;;;GrIS
GGN0369;71,9765;-25,1462; ; ;Canta Bræ;Canta Bræ; ;RGI40-05.17118;G334533E72097N;-25,4666;72,0966;LGIC
GGN0370;71,9807;-24,1573; ; ;Langefirn;Langefirn; ;RGI40-05.17199;G335513E72006N;-24,4872;72,0063;LGIC
GGN0371;71,9847;-23,7786; ; ;Nedre Antarctic Gletsjer;Nedre Antarctic Gletsjer; ;RGI40-05.17175;G336173E71978N;-23,8269;71,9777;LGIC
